machine_id_enc,process_seq,product_type_enc,material_type_enc,quantity,operator_experience,shift_num,historical_machine_utilization,historical_cycle_time,setup_time,previous_downtime,worker_skill,machine_age,batch_size,actual_processing_time
2,3,4,4,100,4.8,2,64.0,60.0,10.0,0.6,1,3.0,100,113.0
4,3,4,1,25,9.9,3,52.6,50.0,10.0,1.1,3,0.8,25,27.9
3,5,4,4,75,10.8,2,57.3,75.0,15.0,0.4,3,5.8,75,99.8
12,1,5,5,50,10.6,1,80.2,70.0,15.0,0.6,5,4.7,50,74.0
3,4,5,4,25,9.9,3,81.2,65.0,25.0,3.3,3,7.0,25,50.1
14,4,6,4,150,6.3,3,65.3,75.0,10.0,0.6,3,5.8,150,160.7
4,3,5,4,75,3.2,1,83.7,55.0,20.0,3.9,1,0.6,75,90.4
3,4,7,5,50,6.8,2,78.7,45.0,20.0,1.0,3,0.6,50,56.7
11,3,2,5,50,3.4,2,73.3,60.0,20.0,4.4,3,2.8,50,72.1
4,5,7,1,25,2.4,1,46.1,75.0,15.0,0.7,2,6.9,25,52.2
10,3,3,4,50,6.5,3,85.8,50.0,10.0,0.1,3,6.1,50,55.5
4,4,2,5,75,3.1,3,78.0,70.0,10.0,4.7,4,6.4,75,113.9
13,5,3,3,50,5.1,2,41.6,45.0,25.0,0.6,3,1.7,50,49.0
2,3,5,1,50,4.0,3,86.9,45.0,20.0,1.1,5,7.6,50,43.8
5,1,3,3,150,9.3,1,79.8,65.0,20.0,0.9,3,4.6,150,125.0
15,3,4,5,25,4.4,3,54.3,50.0,10.0,0.7,4,3.0,25,40.6
15,3,7,4,25,10.8,3,65.3,45.0,20.0,1.8,5,6.6,25,30.9
1,3,5,5,50,4.4,1,90.9,70.0,25.0,6.0,4,0.6,50,83.8
14,1,7,4,75,7.6,1,67.5,60.0,15.0,0.9,2,7.4,75,92.6
9,2,2,4,100,8.1,1,70.9,75.0,20.0,0.9,3,4.0,100,124.1
4,1,6,4,50,9.4,1,72.3,70.0,25.0,0.0,2,3.7,50,82.4
6,3,1,5,150,7.7,1,42.4,45.0,20.0,0.6,4,6.4,150,100.4
4,2,7,5,75,4.3,3,80.9,50.0,15.0,1.6,2,7.5,75,86.7
3,2,4,2,100,9.4,1,69.9,70.0,15.0,1.0,2,1.1,100,97.6
10,3,10,3,50,5.4,3,85.0,75.0,20.0,0.4,1,6.6,50,91.9
2,4,5,5,100,10.6,2,44.7,55.0,15.0,0.2,2,1.3,100,97.3
14,5,9,1,50,3.5,2,75.3,60.0,25.0,1.1,2,7.1,50,61.9
